Data da Homologação,Número de Homologação,Nome do Solicitante,CNPJ do Solicitante,Certificado de Conformidade Técnica,Data do Certificado de Conformidade Técnica,Data de Validade do Certificado,Código de Situação do Certificado,Situação do Certificado,Código de Situação do Requerimento,Situação do Requerimento,Nome do Fabricante,Modelo,Nome Comercial,Categoria do Produto,Tipo do Produto,IC_ANTENA,IC_ATIVO,País do Fabricante,CodUIT,CodISO
25/10/2016,29171500953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,91750,21/08/2015,21/08/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,SM-N920G (Galaxy Note 5),SM-N920G (Galaxy Note 5),1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
19/11/2013,38201308982,DC Importação e Exportação de Eletrônicos Ltda,12053056000193,80421,08/11/2013,08/11/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,"Shenzhen Gionee Communication Equipment Co., LTD.",M100,M100,1,Telefone Móvel Celular,N,S,China,CHN,CHN
06/10/2014,4801404072,Compex Tecnologia Ltda.,3391625000110,TÜV 13.2621,18/07/2014,18/07/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,"Cipherlab Co., Ltd.",9200,9200,1,Telefone Móvel Celular,N,S,Taiwan,TWN,TWN
30/11/2011,33281105930,GRUPO MULTI S.A,59717553000102,05898/11,04/11/2011,04/11/2013 00:00:00,6,Suspenso,10,Homologação Suspensa,"Huizhou Dongri Digital Co.,Ltd",Plus,Plus,1,Telefone Móvel Celular,N,S,China,CHN,CHN
28/01/2016,48141508787,S&F COMERCIAL E SERVICOS TECNOLOGICOS LTDA,5481109000101,91303,11/12/2015,11/12/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,"Bullitt Group, Ltd",S30 (S30),S30 (S30),1,Telefone Móvel Celular,N,S,Reino Unido,GCC,GBR
20/02/2019,45651507600,SEMP TCL MOBILIDADE LTDA.,8649664000198,93804,17/12/2015,17/12/2019 00:00:00,6,Suspenso,10,Homologação Suspensa,"TCL Mobile Communication (HK) Co., Ltd.",8050E,A2 XL,1,Telefone Móvel Celular,N,S,China,CHN,CHN
21/05/2018,32901503111,GRUPO MULTI S.A,59717553000102,92331,22/12/2015,22/12/2018 00:00:00,6,Suspenso,10,Homologação Suspensa,GRUPO MULTI S.A,MS50.V2,MS50r; 61s,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
16/11/2017,28041605978,Inos Import & Export Ltda,17801443000184,95916,28/07/2016,28/07/2018 00:00:00,6,Suspenso,10,Homologação Suspensa,"HONGKONG IPRO TECHNOLOGY CO., LTD",A3 WAVE 4.0,,1,Telefone Móvel Celular,N,S,China,CHN,CHN
29/01/2018,45051501003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,93733,18/12/2015,18/12/2018 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-K430dsA,LG K10,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
29/01/2018,45051501003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,93733,18/12/2015,18/12/2018 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-K430TV,LG K10,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
29/01/2018,45051501003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,93733,18/12/2015,18/12/2018 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-K430dsF,LG K10,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
29/01/2018,45051501003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,93733,18/12/2015,18/12/2018 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-K430F,LG K10,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
20/02/2019,47551507600,SEMP TCL MOBILIDADE LTDA.,8649664000198,94372,21/12/2015,21/12/2019 00:00:00,6,Suspenso,10,Homologação Suspensa,"TCL Mobile Communication (HK) Co., Ltd.",4034E,Pixi4 4” 3G,1,Telefone Móvel Celular,N,S,China,CHN,CHN
08/10/2013,27701303257,HUAWEI DO BRASIL TELECOMUNICACOES LTDA,2975504000152,NCC 10071/13,03/10/2013,03/10/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,Huawei Technologies Co. Ltd,P6-U06,P6-U06,1,Telefone Móvel Celular,N,S,China,CHN,CHN
05/07/2017,15271600953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,NCC 13328/16,06/05/2016,06/05/2018 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,SM-T719Y,Galaxy Tab S2,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
09/12/2011,34541105930,GRUPO MULTI S.A,59717553000102,05916/11,23/11/2011,23/11/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,"Huizhou Dongri Digital Co.,Ltd",WAY,WAY,1,Telefone Móvel Celular,N,S,China,CHN,CHN
09/12/2011,32041106887,BLU DO BRASIL PRODUTOS DE TELECOMUNICACAO LTDA.,13516911000118,05883/11,25/11/2011,25/11/2013 00:00:00,6,Suspenso,10,Homologação Suspensa,"BLU PRODUCTS, Inc.",Samba Jr,Samba Jr,1,Telefone Móvel Celular,N,S,Estados Unidos da América,USA,USA
09/12/2011,32551101003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,05897/11,25/11/2011,25/11/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-A290,LG-A290,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
23/12/2010,30161006376,ZHC do Brasil Com.Imp. e Exportação Ltda,11796511000188,04744/10,15/12/2010,15/12/2011 00:00:00,6,Suspenso,10,Homologação Suspensa,"ShenZhen HongHaiLi Communication Technology Co., U",W007,W007,1,Telefone Móvel Celular,N,S,China,CHN,CHN
05/01/2015,36811308505,"Lorenzo Comércio, Importação e Exportação Ltda-ME",61665923000157,81441,12/12/2014,12/12/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,Shenzhen Huijuzonghe Kejifazhan Ltd,T30,T30,1,Telefone Móvel Celular,N,S,China,CHN,CHN
11/11/2015,33131400330,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,86512,12/12/2014,12/12/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,Motorola Mobility LLC,XT1506 (moto e),XT1506 (moto e),1,Telefone Móvel Celular,N,S,Estados Unidos da América,USA,USA
21/03/2016,36641506994,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,92506,06/10/2015,06/10/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,Lenovo Mobile Communication Technology Ltd,A7010a48 (Lenovo VIBE A7010),A7010a48 (Lenovo VIBE A7010),1,Telefone Móvel Celular,N,S,China,CHN,CHN
08/10/2014,22981406887,BLU DO BRASIL PRODUTOS DE TELECOMUNICACAO LTDA.,13516911000118,4056,18/09/2014,18/09/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,"BLU PRODUCTS, Inc.",Studio 5.0C,Studio 5.0C,1,Telefone Móvel Celular,N,S,Estados Unidos da América,USA,USA
02/10/2013,31271306832,SIMM - SOLUCOES INTELIGENTES PARA MERCADO MOVEL DO BRASIL S.A.,6964587000135,80338,26/09/2013,26/09/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,Shenzhen Tinno Mobile Technology Corp.,MEU AN351,MEU AN351,1,Telefone Móvel Celular,N,S,China,CHN,CHN
05/01/2016,42551506887,BLU DO BRASIL PRODUTOS DE TELECOMUNICACAO LTDA.,13516911000118,93378,30/11/2015,30/11/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,"BLU PRODUCTS, Inc.",Z3,Z3,1,Telefone Móvel Celular,N,S,Estados Unidos da América,USA,USA
10/12/2015,39741509887,B-Mobile Brasil Telecomunicações S.A,15603968000180,4809,30/11/2015,30/11/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,China Bird HK,K350,K350,1,Telefone Móvel Celular,N,S,China,CHN,CHN
14/05/2019,37161503111,GRUPO MULTI S.A,59717553000102,92774,22/12/2015,22/12/2019 00:00:00,6,Suspenso,10,Homologação Suspensa,GRUPO MULTI S.A,MS55,71S,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
21/12/2016,46531501003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,94269,22/12/2015,22/12/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-K350ds (K8),LG-K350ds (K8),1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
21/03/2018,45281503589,POSITIVO TECNOLOGIA S.A.,81243735000148,93812,22/12/2015,22/12/2018 00:00:00,6,Suspenso,10,Homologação Suspensa,POSITIVO TECNOLOGIA S.A.,P28,,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
29/06/2017,31201509732,H BUSTER SAO PAULO INDUSTRIA E COMERCIO S.A,9119618000492,91096,06/10/2015,06/10/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,"Meizu Technology Co., Ltd.",M571H,M2 Note,1,Telefone Móvel Celular,N,S,China,CHN,CHN
13/01/2015,28901406887,BLU DO BRASIL PRODUTOS DE TELECOMUNICACAO LTDA.,13516911000118,4050,11/12/2014,11/12/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,"BLU PRODUCTS, Inc.",Life Play Mini L190i,Life Play Mini L190i,1,Telefone Móvel Celular,N,S,Estados Unidos da América,USA,USA
13/01/2015,22881406887,BLU DO BRASIL PRODUTOS DE TELECOMUNICACAO LTDA.,13516911000118,4117,11/12/2014,11/12/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,"BLU PRODUCTS, Inc.",Life Play Mini L190L,Life Play Mini L190L,1,Telefone Móvel Celular,N,S,Estados Unidos da América,USA,USA
09/01/2015,39261401547,Nokia do Brasil Tecnologia Ltda.,2140198000215,NCC 11566/14,19/12/2014,19/12/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,Microsoft Mobile Oy,RM-1068,RM-1068,1,Telefone Móvel Celular,N,S,Finlândia,FIN,FIN
28/08/2015,42891401003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,87503,19/12/2014,19/12/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-H326TV,LG-H326TV,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
08/12/2015,41541400953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,87629,23/12/2014,23/12/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,SM-A700FD (Galaxy A7),SM-A700FD (Galaxy A7),1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
13/01/2015,41681401547,Nokia do Brasil Tecnologia Ltda.,2140198000215,NCC 11576/14,23/12/2014,23/12/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,Microsoft Mobile Oy,RM-1032,RM-1032,1,Telefone Móvel Celular,N,S,Finlândia,FIN,FIN
28/08/2015,43251401003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,87874,26/12/2014,26/12/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-H955A,LG-H955A,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
04/11/2015,30651501547,Nokia do Brasil Tecnologia Ltda.,2140198000215,NCC 12627/15,16/10/2015,16/10/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,Microsoft Mobile Oy,RM-1129 (Lumia 550 Dual SIM ),RM-1129 (Lumia 550 Dual SIM ),1,Telefone Móvel Celular,N,S,Finlândia,FIN,FIN
16/02/2016,34611502435,Sony Ericsson Mobile Communication do Brasil Ltda,4667337000108,92586,21/10/2015,21/10/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,Sony Mobile Communications AB,E6853 (Xperia™ Z5 Premium),E6853 (Xperia™ Z5 Premium),1,Telefone Móvel Celular,N,S,Suécia,S,SWE
10/08/2016,30281501914,ZTE do Brasil Ltda.,5216804000146,4743,26/10/2015,26/10/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,ZTE Corporation,Blade A460-T,Blade A460-T,1,Telefone Móvel Celular,N,S,China,CHN,CHN
01/12/2015,23921502439,SYMBOL TECHNOLOGIES DO BRASIL S.A.,4195658000157,MT-3278/2015,26/10/2015,26/10/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,Zebra Technologies Corporation,MC9596,MC9596,1,Telefone Móvel Celular,N,S,Estados Unidos da América,USA,USA
10/10/2017,28491603589,POSITIVO TECNOLOGIA S.A.,81243735000148,97531,03/08/2016,03/08/2018 00:00:00,6,Suspenso,10,Homologação Suspensa,POSITIVO TECNOLOGIA S.A.,Q7,Quantum Fly,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
12/01/2016,47521501914,ZTE do Brasil Ltda.,5216804000146,5005,30/12/2015,30/12/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,ZTE Corporation,Blade V6,Blade V6,1,Telefone Móvel Celular,N,S,China,CHN,CHN
15/09/2017,45501503257,HUAWEI DO BRASIL TELECOMUNICACOES LTDA,2975504000152,NCC 12890/15,30/12/2015,30/12/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,Huawei Technologies Co. Ltd,HUAWEI KII-L23 (HUAWEI GR5),HUAWEI KII-L23 (HUAWEI GR5),1,Telefone Móvel Celular,N,S,China,CHN,CHN
26/12/2012,36301200953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,07243/12,12/12/2012,12/12/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,GT-I9082L,GT-I9082L,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
04/01/2013,38421207172,Boreal Brasil Tecnologia Ltda,7806688000140,07289/12,18/12/2012,18/12/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,Psion Inc.,EP10,EP10,1,Telefone Móvel Celular,N,S,Canadá,CAN,CAN
23/12/2011,30791105404,SEMP TCL MOBILIDADE LTDA.,8649664000198,05835/11,15/12/2011,15/12/2013 00:00:00,6,Suspenso,10,Homologação Suspensa,TCT MOBILE INTERNATIONAL LIMITED,one touch 632D,one touch 632D,1,Telefone Móvel Celular,N,S,China,CHN,CHN
21/02/2019,44721500953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,NCC 12884/15,28/12/2015,28/12/2019 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,SM-J105B/DL,Galaxy J1 mini,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
07/12/2017,46571503589,POSITIVO TECNOLOGIA S.A.,81243735000148,94284,29/12/2015,29/12/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,POSITIVO TECNOLOGIA S.A.,S420 (One),S420 (One),1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
07/12/2017,46571503589,POSITIVO TECNOLOGIA S.A.,81243735000148,94284,29/12/2015,29/12/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,POSITIVO TECNOLOGIA S.A.,S420T (One),S420T (One),1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
25/08/2015,22701500953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,4585,24/07/2015,24/07/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,SM-J110M,SM-J110M,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
25/08/2015,22701500953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,4585,24/07/2015,24/07/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,SM-J110M/DS,SM-J110M/DS,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
13/10/2014,24501406887,BLU DO BRASIL PRODUTOS DE TELECOMUNICACAO LTDA.,13516911000118,85369,22/09/2014,22/09/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,"BLU PRODUCTS, Inc.",Zoey II,Zoey II,1,Telefone Móvel Celular,N,S,Estados Unidos da América,USA,USA
13/10/2014,26911401547,Nokia do Brasil Tecnologia Ltda.,2140198000215,NCC 11273/14,23/09/2014,23/09/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,Microsoft Mobile Oy,RM-1039,RM-1039,1,Telefone Móvel Celular,N,S,Finlândia,FIN,FIN
09/10/2013,27531305404,SEMP TCL MOBILIDADE LTDA.,8649664000198,80563,04/10/2013,04/10/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,TCT MOBILE INTERNATIONAL LIMITED,one touch 4012A,one touch 4012A,1,Telefone Móvel Celular,N,S,China,CHN,CHN
30/01/2013,33151200502,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,1472720000112,07167/12,18/12/2012,18/12/2013 00:00:00,6,Suspenso,10,Homologação Suspensa,MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA,MB886,MB886,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
20/12/2011,22911101547,Nokia do Brasil Tecnologia Ltda.,2140198000134,05571/11,15/12/2011,15/12/2013 00:00:00,6,Suspenso,10,Homologação Suspensa,Microsoft Mobile Oy,C2-05,C2-05,1,Telefone Móvel Celular,N,S,Finlândia,FIN,FIN
01/09/2015,22551506887,BLU DO BRASIL PRODUTOS DE TELECOMUNICACAO LTDA.,13516911000118,90929,29/07/2015,29/07/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,"BLU PRODUCTS, Inc.",Advance 4.0L,Advance 4.0L,1,Telefone Móvel Celular,N,S,Estados Unidos da América,USA,USA
10/10/2013,26341305404,SEMP TCL MOBILIDADE LTDA.,8649664000198,80489,04/10/2013,04/10/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,TCT MOBILE INTERNATIONAL LIMITED,ALCATEL 3001G,ALCATEL 3001G,1,Telefone Móvel Celular,N,S,China,CHN,CHN
23/12/2011,34861100953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,05975/11,19/12/2011,19/12/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,GT-S5830C,GT-S5830C,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
26/10/2016,27141500953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,NCC 12370/15,03/08/2015,03/08/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,SM-J200M (Galaxy J2 (4G)),SM-J200M (Galaxy J2 (4G)),1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
26/10/2016,27141500953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,NCC 12370/15,03/08/2015,03/08/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,SM-J200M/DS (Galaxy J2 Duos (4G)),SM-J200M/DS (Galaxy J2 Duos (4G)),1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
23/12/2011,35091100953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,NCC 8198/11,21/12/2011,21/12/2012 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,GT-C3312,GT-C3312,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
23/12/2011,28131101547,Nokia do Brasil Tecnologia Ltda.,2140198000215,NCC 8060/11,21/12/2011,21/12/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,Microsoft Mobile Oy,201,201,1,Telefone Móvel Celular,N,S,Finlândia,FIN,FIN
17/01/2012,29241100953,SAMSUNG ELETRONICA DA AMAZONIA LTDA,280273000218,2575,20/12/2011,20/12/2012 00:00:00,6,Suspenso,10,Homologação Suspensa,Samsung Electronics Co Ltd.,GT-P6800,GT-P6800,1,Telefone Móvel Celular,N,S,Coréia,KOR,KOR
10/08/2016,16491503589,POSITIVO TECNOLOGIA S.A.,81243735000148,90343,04/08/2015,04/08/2017 00:00:00,9,Pendente de Manutenção,10,Homologação Suspensa,POSITIVO TECNOLOGIA S.A.,Q1 (Quantum Go),Q1 (Quantum Go),1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
20/12/2011,13031102421,Blackberry Serv. de Suporte de Vendas Brasil LTDA,7058628000197,2542,15/12/2011,15/12/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,Blackberry Limited,Blackberry 9380,Blackberry 9380,1,Telefone Móvel Celular,N,S,Canadá,CAN,CAN
16/10/2013,29291309498,SIMM - SOLUCOES INTELIGENTES PARA MERCADO MOVEL DO BRASIL S.A.,6964587000135,80350,08/10/2013,08/10/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,Shenzhen Konka Telecommunications Technology Co Lt,MEU AN500,MEU AN500,1,Telefone Móvel Celular,N,S,China,CHN,CHN
17/10/2013,21931306887,BLU DO BRASIL PRODUTOS DE TELECOMUNICACAO LTDA.,13516911000118,08022/13,11/10/2013,11/10/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,"BLU PRODUCTS, Inc.",Life Play,Life Play,1,Telefone Móvel Celular,N,S,Estados Unidos da América,USA,USA
06/01/2017,39281606887,BLU DO BRASIL PRODUTOS DE TELECOMUNICACAO LTDA.,13516911000118,98306,27/12/2016,27/12/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,"BLU PRODUCTS, Inc.",Vivo 5R,Vivo 5R,1,Telefone Móvel Celular,N,S,Estados Unidos da América,USA,USA
18/08/2020,4861702439,ZEBRA TECHNOLOGIES DO BRASIL - COMERCIO DE PRODUTOS DE INFORMATICA LTDA.,9021935000129,MT-3935/2016,02/02/2017,02/02/2021 00:00:00,6,Suspenso,10,Homologação Suspensa,Zebra Technologies Corporation,TC75FK,TC75x,1,Telefone Móvel Celular,N,S,Estados Unidos da América,USA,USA
28/11/2017,48261607600,SEMP TCL MOBILIDADE LTDA.,8649664000198,99439,15/12/2016,15/12/2018 00:00:00,6,Suspenso,10,Homologação Suspensa,"TCL Mobile Communication (HK) Co., Ltd.",4055J,U3,1,Telefone Móvel Celular,N,S,China,CHN,CHN
09/01/2017,64981603242,GOLDSTAR COM. ATACADISTA SERVICOS INDUSTRIAL LTDA,6032995000159,97589,29/12/2016,29/12/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,"BLEND UNITED TECHNOLOGY CO., LTD",LM-754 3G (Sensi 3G),LM-754 3G (Sensi 3G),1,Telefone Móvel Celular,N,S,HongKong,HKG,HKG
19/04/2017,64471610255,REISTAR INDUSTRIA E COMERCIO DE ELETRONICOS LTDA.,5949989000289,NCC 14137/16,29/12/2016,29/12/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,"Shenzhen DingGao Technology Co., Ltd.",S400,AX 4004,1,Telefone Móvel Celular,N,S,China,CHN,CHN
25/09/2015,31351506887,BLU DO BRASIL PRODUTOS DE TELECOMUNICACAO LTDA.,13516911000118,92065,01/09/2015,01/09/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,"BLU PRODUCTS, Inc.",NEO 5.0,NEO 5.0,1,Telefone Móvel Celular,N,S,Estados Unidos da América,USA,USA
27/11/2014,24111406319,WMB COMERCIO ELETRONICO LTDA,14314050000158,MT-3016/2014,05/11/2014,05/11/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,Shenzhen Kaihong Mobile Communication Co. Ltd.,O-FREE3.5A,O-FREE3.5A,1,Telefone Móvel Celular,N,S,China,CHN,CHN
04/12/2014,30911403111,GRUPO MULTI S.A,59717553000102,86241,12/11/2014,12/11/2016 00:00:00,6,Suspenso,10,Homologação Suspensa,GRUPO MULTI S.A,MS6,MS6,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
28/09/2015,30001501914,ZTE do Brasil Ltda.,5216804000146,4765,04/09/2015,04/09/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,ZTE Corporation,C341,C341,1,Telefone Móvel Celular,N,S,China,CHN,CHN
15/07/2016,25981601914,ZTE do Brasil Ltda.,5216804000146,5235,07/07/2016,07/07/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,ZTE Corporation,L110 (Blade L110),L110 (Blade L110),1,Telefone Móvel Celular,N,S,China,CHN,CHN
22/11/2013,30771303111,GRUPO MULTI S.A,59717553000102,80867,11/11/2013,11/11/2014 00:00:00,6,Suspenso,10,Homologação Suspensa,GRUPO MULTI S.A,MAX 4S,MAX 4S,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
03/12/2013,39181303111,GRUPO MULTI S.A,59717553000102,08251/13,26/11/2013,26/11/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,GRUPO MULTI S.A,STAR DUAL TV,STAR DUAL TV,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
08/01/2014,35381305404,SEMP TCL MOBILIDADE LTDA.,8649664000198,81117,21/11/2013,21/11/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,TCT MOBILE INTERNATIONAL LIMITED,ALCATEL 1041D,ALCATEL 1041D,1,Telefone Móvel Celular,N,S,China,CHN,CHN
08/01/2014,29861305404,SEMP TCL MOBILIDADE LTDA.,8649664000198,80104,28/11/2013,28/11/2015 00:00:00,6,Suspenso,10,Homologação Suspensa,TCT MOBILE INTERNATIONAL LIMITED,one touch 4007E,one touch 4007E,1,Telefone Móvel Celular,N,S,China,CHN,CHN
05/01/2017,49901606056,DPC DO BRASIL LTDA,4854175000117,97126,16/12/2016,16/12/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,DDM BRANDS LLC,400E,400E,1,Telefone Móvel Celular,N,S,Estados Unidos da América,USA,USA
25/05/2018,60661601003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,100487,22/12/2016,22/12/2018 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-M400DF,K10 PRO,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
12/03/2019,60671601003,LG ELECTRONICS DO BRASIL LTDA,1166372000155,100489,22/12/2016,22/12/2019 00:00:00,6,Suspenso,10,Homologação Suspensa,LG ELECTRONICS DO BRASIL LTDA,LG-M320tv,K10 POWER,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
06/01/2017,44891610029,ATM TOP MVNO SISTEMAS DE TELECOMUNICACOES LTDA.,8948342000140,97761,22/12/2016,22/12/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,Hongkong Bonrun Smart International Industrial Ltd,R5,R5,1,Telefone Móvel Celular,N,S,HongKong,HKG,HKG
15/02/2018,60721603589,POSITIVO TECNOLOGIA S.A.,81243735000148,100672,29/12/2016,29/12/2018 00:00:00,6,Suspenso,10,Homologação Suspensa,POSITIVO TECNOLOGIA S.A.,Q13,Quantum Muv Up,1,Telefone Móvel Celular,N,S,Brasil,BRA,BRA
09/01/2017,64731610223,"Coleção Ind. e Com. de Inf., Telecom. e Eletr Ltda",6043130000198,99814,29/12/2016,29/12/2017 00:00:00,6,Suspenso,10,Homologação Suspensa,SHENZHEN YUCUI MOBILE TECHNOLOGY CO. LTD.,SM-450,SM-450,1,Telefone Móvel Celular,N,S,China,CHN,CHN
15/08/2017,6391707774,GOLDEN DISTRIBUIDORA LTDA.,4196935000146,101305,16/02/2017,16/02/2018 00:00:00,6,Suspenso,10,Homologação Suspensa,"Zhejiang Dejing Electronic Technology Co., Ltd.",Q01A,Q01A -JET,1,Telefone Móvel Celular,N,S,China,CHN,CHN
